"id_cata","code_cata","codbarra_cata","nomb_cata","id_fami","id_sgrup","id_grup","id_unid","id_marca","id_orig","id_colo","id_teji","id_tall","ubic_cata","pfob_cata","pcif_cata","esta_cata","id_emp","desc_cata","tipo_cata","stockmin_cata","combo_cata","textil_cata","gene_cata","gcmarca_cata"
"44","AQUARIUS-1","","AQUARIUS PERA 2 LITROS","2","45","26","1","6","2","0","0","0","","9.03","9.03","1","1","","2","100000.00","0","0","0","1"
"45","AQUARIUS-2","","AQUARIUS POMELO 2 LITROS","2","45","26","1","6","2","0","0","0","","9.03","9.03","1","1","","2","0.00","0","0","0","1"
"46","46","","BOLSA CON LOGO","9","19","14","6","1","2","0","0","0","","0.10","0.10","1","1","","2","0.00","0","0","0","1"
"47","47","","ALITAS DE POLLO","3","6","3","3","1","2","0","0","0","","11.25","11.25","0","1","","3","0.00","0","0","0","1"
"48","48","","VASOS SALSEROS","10","21","15","6","1","2","0","0","0","","0.00","0.00","0","1","","2","0.00","0","0","0","1"
"49","VARIOS-5","","ACEITE CRISOL","11","22","18","3","1","1","0","0","0","","165.00","165.00","1","1","","3","0.00","0","0","0","1"
"50","VARIOS-6","","MAYONESA","11","23","18","5","1","1","0","0","0","","44.16","44.16","1","1","","3","0.00","0","0","0","1"
"51","VARIOS-7","","CEBOLLITA VERDE","15","41","23","4","1","2","0","0","0","","10.00","10.00","1","1","","3","0.00","0","0","0","1"
"52","VARIOS-8","","PLATANO MADURO","15","42","23","1","1","2","0","0","0","","19.17","19.17","1","1","","3","0.00","0","0","0","1"
"53","VARIOS-9","","TOMATE","15","36","23","3","1","2","0","0","0","","75.00","75.00","1","1","","3","0.00","0","0","0","1"
"54","VARIOS-10","","PAPAS PAMODIS","8","15","12","3","1","2","0","0","0","","250.00","250.00","1","1","","3","0.00","0","0","0","1"
"55","VARIOS-11","","LECHUGA","15","38","23","1","1","2","0","0","0","","5.00","5.00","1","1","","3","0.00","0","0","0","1"
"56","VARIOS-12","","ZANAHORIA","15","35","23","3","1","2","0","0","0","","40.00","40.00","1","1","","3","0.00","0","0","0","1"
"57","VARIOS-13","","CHOCLO","17","49","28","1","1","2","0","0","0","","32.00","32.00","1","1","","3","0.00","0","0","0","1"
"58","VARIOS-14","","QUESO MUZZARELA","5","13","7","3","1","2","0","0","0","","76.00","76.00","1","1","","3","0.00","0","0","0","1"
"59","VARIOS-15","","QUESO CRIOLLO","5","12","7","3","1","2","0","0","0","","25.00","25.00","1","1","","3","0.00","0","0","0","1"
"60","VARIOS-16","","TOCINO","5","11","8","3","1","2","0","0","0","","72.30","72.30","1","1","","3","0.00","0","0","0","1"
"61","VARIOS-17","","HUEVO","12","24","19","4","1","2","0","0","0","","0.43","0.43","1","1","","3","0.00","0","0","0","1"
"62","VARIOS-18","","PAN DE HAMBURGUESA","4","8","4","6","1","2","0","0","0","","1.10","1.10","1","1","","3","0.00","0","0","0","1"
"63","VARIOS-19","","PAN DE LOMITO","4","9","5","6","1","2","0","0","0","","1.00","1.00","1","1","","3","0.00","0","0","0","1"
"64","VARIOS-20","","CARNE DE RES PARA LOMITO","3","5","2","3","1","2","0","0","0","","40.00","40.00","1","1","","3","0.00","0","0","0","1"
"65","VARIOS-21","","CARNE DE RES PARA HAMBURGUESA","3","3","2","3","1","2","0","0","0","","24.00","24.00","1","1","","3","0.00","0","0","0","1"
"66","VARIOS-22","","CARNE DE MILANESA","3","4","2","3","1","2","0","0","0","","35.00","35.00","1","1","","3","0.00","0","0","0","1"
"67","VARIOS-23","","MORTADELA","5","10","6","3","1","2","0","0","0","","43.57","43.57","1","1","","3","0.00","0","0","0","1"
"68","VARIOS-24","","ARROZ","7","14","11","3","1","2","0","0","0","","240.00","240.00","1","1","","3","0.00","0","0","0","1"
"69","VARIOS-25","","HARINA","16","40","24","3","1","2","0","0","0","","4.80","4.80","1","1","","3","0.00","0","0","0","1"
"70","VARIOS-26","","HARINA DE MAIZENA","16","40","24","3","1","2","0","0","0","","4.70","4.70","1","1","","3","0.00","0","0","0","1"
"71","VARIOS-27","","PIMIENTA","6","2","9","3","1","2","0","0","0","","22.00","22.00","1","1","","3","0.00","0","0","0","1"
"72","VARIOS-28","","PIMIENTA","6","2","9","3","1","2","0","0","0","","22.00","22.00","1","1","","3","0.00","0","0","0","1"
"73","VARIOS-29","","AJO","6","2","9","3","1","2","0","0","0","","180.00","180.00","1","1","","3","0.00","0","0","0","1"
"74","36","","FAST","43","2","55","3","1","2","0","0","0","","1000.00","1000.00","1","1","","3","1000.00","0","0","0","0"
"75","VARIOS-31","","CLAVO DE OLOR","6","2","10","6","1","2","0","0","0","","50.00","50.00","1","1","","3","0.00","0","0","0","1"
"76","VARIOS-32","","ACEITE","11","22","18","5","1","2","0","0","0","","1.00","1.00","0","1","","3","0.00","0","0","0","1"
"77","VARIOS-33","","GAS","13","25","20","4","1","2","0","0","0","","25.00","25.00","1","1","","3","0.00","0","0","0","1"
"78","VARIOS-34","","PLATOS GRANDES","10","2","16","6","1","2","0","0","0","","0.46","0.46","1","1","","3","0.00","0","0","0","1"
"79","VARIOS-35","","PLATO PARA HAMBURGUESA","10","2","16","6","1","2","0","0","0","","0.46","0.46","1","1","","3","0.00","0","0","0","1"
"80","VARIOS-36","","BOLSAS BLANCAS CON TIRO","9","19","14","6","1","2","0","0","0","","0.10","0.10","1","1","","3","0.00","0","0","0","1"
"81","VARIOS-37","","BOLSA CHICA CON TIRO","9","19","14","6","1","2","0","0","0","","0.05","0.05","1","1","","3","0.00","0","0","0","1"
"82","VARIOS-38","","BOLSA NEGRA CON TIRO","9","18","13","6","1","2","0","0","0","","10.00","10.00","1","1","","3","0.00","0","0","0","1"
"83","VARIOS-39","","BOLSA BASURA 90X110","9","16","13","6","1","2","0","0","0","","1.40","1.40","1","1","","3","0.00","0","0","0","1"
"84","VARIOS-40","","BOLSA BASURA 60X80","9","17","13","6","1","2","0","0","0","","1.00","0.00","1","1","","3","0.00","0","0","0","1"
"85","VARIOS-41","","BOLSA BLANCA CON LOGO","9","19","14","6","1","2","0","0","0","","55.00","55.00","1","1","","3","0.00","0","0","0","1"
"86","VARIOS-42","","VASO PARA MOCOCHINCHI CON TAPA","10","20","15","6","1","2","0","0","0","","0.13","0.13","1","1","","3","0.00","0","0","0","1"
"87","VARIOS-43","","VASO PARA MESA","10","21","15","6","1","2","0","0","0","","0.07","0.07","1","1","","3","0.00","0","0","0","1"
"88","VARIOS-44","","VASO SALSERO CON TAPA","10","21","15","6","1","2","0","0","0","","0.03","0.03","1","1","","3","0.00","0","0","0","1"
"89","VARIOS-45","","SERVILLETA","10","43","25","6","1","2","0","0","0","","60.00","60.00","1","1","","3","0.00","0","0","0","1"
"90","VARIOS-46","","PAPEL HIGIENICO","10","44","25","6","1","2","0","0","0","","17.50","17.50","1","1","","3","0.00","0","0","0","1"
"91","VARIOS-47","","BOMBRIL","14","2","21","4","1","2","0","0","0","","7.00","7.00","1","1","","3","0.00","0","0","0","1"
"92","VARIOS-48","","LAVANDINA","14","33","22","5","1","2","0","0","0","","7.92","7.92","1","1","","3","0.00","0","0","0","1"
"93","VARIOS-49","","MULTIUSO","14","32","21","5","1","2","0","0","0","","47.50","47.50","1","1","","3","0.00","0","0","0","1"
"94","VARIOS-50","","LIMPIA VIDRIOS","14","30","22","5","1","2","0","0","0","","28.00","28.00","1","1","","3","0.00","0","0","0","1"
"95","VARIOS-51","","JABON DE MANO","14","29","22","5","1","2","0","0","0","","45.00","45.00","1","1","","3","0.00","0","0","0","1"
"96","VARIOS-52","","DESENGRASANTE","14","26","21","5","1","2","0","0","0","","42.50","42.50","1","1","","3","0.00","0","0","0","1"
"97","VARIOS-53","","LIMPIA PISO","14","27","21","5","1","2","0","0","0","","35.00","35.00","1","1","","3","0.00","0","0","0","1"
"98","VARIOS-54","","LAVA VAJILLA","14","2","21","5","1","2","0","0","0","","1.00","1.00","1","1","","3","0.00","0","0","0","1"
"99","VARIOS-55","","MATERIAL DE ESCRITORIO","18","50","29","4","1","2","0","0","0","","2.50","2.50","0","1","","3","0.00","0","0","0","1"
"100","VARIOS-56","","ADELANTOS Y/O A  CUENTA DEL SUELDO","19","51","1","4","1","2","0","0","0","","1.00","1.00","0","1","","3","0.00","0","0","0","1"
"101","456","456","POLLO ECONOMICO","1","7","1","1","1","1","0","0","0","","10.00","15.00","0","1","","2","10000.00","0","0","0","0"
"102","002","","CHICKEN 1/4 - BROASTER (V)","1","7","1","1","1","2","0","0","0","","15.00","20.00","1","1","","2","10000.00","0","0","0","0"
"103","721","721","ECONOMICO","1","2","1","1","1","1","0","0","0","","15.00","10.00","0","1","","2","1.00","0","0","0","0"
"104","710","","CUARTO","1","2","1","1","1","1","0","0","0","","20.00","1.00","0","1","","2","1.00","0","0","0","0"
"105","004","","CHICKEN 1/8 - BROASTER (V)","1","7","1","1","1","2","0","0","0","","15.00","15.00","1","1","","2","10000.00","0","0","0","0"
"106","VARIOS-60","","POLLO CUARTO","1","7","3","1","1","1","0","0","0","","0.00","0.00","0","1","","2","0.00","0","0","0","1"
"107","VARIOS-61","","AMBIENTADOR","20","52","31","4","1","2","0","0","0","","15.00","15.00","1","1","","3","0.00","0","0","0","1"
"108","VARIOS-62","","SODAS","10","45","26","4","1","2","0","0","0","","38.46","38.46","1","1","","3","0.00","0","0","0","1"
"109","VARIOS-63","","GUANTES","10","53","32","4","1","1","0","0","0","","0.36","0.36","1","1","","3","1.00","0","0","0","1"
"110","VARIOS-64","","SAL","9","54","33","4","1","2","0","0","0","","5.00","5.00","1","1","","3","1.00","0","0","0","1"
"111","VARIOS-65","","LOCOTO","21","39","23","4","1","2","0","0","0","","13.33","13.33","1","1","","3","1.00","0","0","0","1"
"112","VARIOS-66","","REMOLACHA","15","49","23","4","1","2","0","0","0","","5.00","5.00","1","1","","3","0.00","0","0","0","1"
"113","VARIOS-67","","HIGADO","3","3","3","3","1","2","0","0","0","","20.00","20.00","1","1","","3","0.00","0","0","0","1"
"114","VARIOS-68","","FREJOL","15","2","23","3","1","2","0","0","0","","3.00","3.00","1","1","","3","0.00","0","0","0","1"
"115","VARIOS-69","","ketchup","11","23","18","4","1","2","0","0","0","","46.00","46.00","1","1","","3","0.00","0","0","0","1"
"116","VARIOS-70","","MOSTAZA","11","23","18","4","1","2","0","0","0","","30.72","30.72","1","1","","3","1.00","0","0","0","1"
"117","VARIOS-58","","LIMON","22","55","34","4","1","2","0","0","0","","0.20","0.20","1","1","","3","1.00","0","0","0","1"
"118","VARIOS-59","","ESPONJA","23","56","35","4","1","2","0","0","0","","8.00","8.00","1","1","","3","1.00","0","0","0","1"
"119","VARIOS-57","","PINZA","24","57","36","4","1","2","0","0","0","","9.00","9.00","1","1","","3","1.00","0","0","0","1"
"120","VARIOS-71","","ace patito","14","58","37","4","1","2","0","0","0","","100.00","100.00","1","1","","3","1.00","0","0","0","1"
"121","27","","JUGO DE DURASNO EN JARRA (SNACK)","2","45","27","4","1","2","0","0","0","","18.00","2.17","1","1","","2","1.00","0","0","0","0"
"122","COCACOLA-7","","COCA COLA PERSONAL 500 ML (V)","2","46","26","6","2","2","0","0","0","","7.00","7.00","1","1","","2","1.00","0","0","0","1"
"123","123","123","POLLO","1","2","1","3","1","1","0","0","0","","50.00","42.00","1","1","","3","10000.00","0","0","0","0"
"124","VARIOS-74","","pollo chico","3","7","3","3","1","1","0","0","0","","14.00","14.00","1","1","","3","1.00","0","0","0","1"
"125","VARIOS-75","","ala de 1RA","3","7","3","3","1","1","0","0","0","","1.00","1.00","1","1","","3","1.00","0","0","0","1"
"126","VARIOS-76","","gelatina","26","2","1","4","1","2","0","0","0","","4.00","4.00","1","1","","3","1.00","0","0","0","1"
"127","VARIOS-77","","salsa barbacoa","11","59","38","4","1","1","0","0","0","","13.50","13.50","1","1","","3","1.00","0","0","0","1"
